Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Motif debut de mandat	Date de fin de mandat	Annee de fin de mandat	Motif fin de mandat	Commentaire
000047	M.	Bene	Jean	ANCIEN	2056	23/09/1962	02/10/1962		Renouvellement	01/10/1971		Ne se représente pas	
59309K	M.	Benedetti	Georges	ANCIEN	2058		24/06/1986		Remplace	24/06/1988		Élu député	En remplacement de M. Edgar TAILHADES, décédé le 23 juin 1986
000759	M.	Benhabyles	Chérif	ANCIEN	9511		18/05/1952		Renouvellement 1	27/04/1959		Fin de mandat	
000759	M.	Benhabyles	Chérif	ANCIEN	9512	31/05/1959	31/05/1959		Renouvellement 2	28/08/1959		Décédé	
58302X	M.	Benoist	Daniel	ANCIEN	2060	24/02/1963	24/02/1963		Election	01/10/1965		Fin de mandat	
58302X	M.	Benoist	Daniel	ANCIEN	2061	26/09/1965	02/10/1965		Renouvellement	03/04/1967		Élu député	
56326X	M.	Bentchicou	Ahmed	ANCIEN	9514	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
000553	M.	Beranger	Jean	ANCIEN	2063	25/09/1977	03/10/1977		Election	01/10/1986		Non réélu	
59566B	M.	Berard	Jacques	ANCIEN	2066	28/09/1986	02/10/1986		Election	01/10/1995		Non réélu	
74011H	M.	Berchet	Georges	ANCIEN	57	22/09/1974	02/10/1974		Election	02/10/1983	1973	Fin de mandat	
74011H	M.	Berchet	Georges	ANCIEN	58	25/09/1983	03/10/1983		Renouvellement 1	01/10/1992	1973	Fin de mandat	
74011H	M.	Berchet	Georges	ANCIEN	59	27/09/1992	02/10/1992		Renouvellement 2	30/09/2001	1973	Ne se représente pas	
000285	M.	Bergeal	Aimé	ANCIEN	2068		03/04/1967		Remplace	01/10/1968		Fin de mandat	En remplacement de M. Pierre METAYER, député
000285	M.	Bergeal	Aimé	ANCIEN	2069	22/09/1968	02/10/1968		Election	26/09/1973		Décédé	
89019T	Mme	Bergé-Lavigne	Maryse	ANCIEN	60	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89019T	Mme	Bergé-Lavigne	Maryse	ANCIEN	5035	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Ne se représente pas	
02007Q	M.	Bergelin	Christian	ANCIEN	6765	29/09/2002	01/10/2002		Election	19/12/2002		Annulé par CC	
08055A	M.	Bérit-Débat	Claude	ACTIF	11705	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08055A	M.	Bérit-Débat	Claude	ACTIF	14262	28/09/2014	01/10/2014		Renouvellement			En Cours	
92009R	M.	Bernadaux	Jean	ANCIEN	61	27/09/1992	02/10/1992		Election	30/09/2001		Non réélu	
92010J	M.	Bernard	Jean	ANCIEN	62		27/09/1992		Election	30/09/2001		Ne se représente pas	
59583C	M.	Bernard	Roland	ANCIEN	2071	28/09/1986	02/10/1986		Election	01/10/1995		Ne se représente pas	
89020L	M.	Bernardet	Daniel	ANCIEN	63	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89020L	M.	Bernardet	Daniel	ANCIEN	5118	27/09/1998	01/10/1998		Renouvellement 1	21/11/2007	2007	Décédé	
07003H	M.	Bernard-Reymond	Pierre	ANCIEN	11225	26/01/2007	26/01/2007		Remplace	30/09/2008		Fin de mandat	En remplacement de M. Marcel Lesbros, décédé
07003H	M.	Bernard-Reymond	Pierre	ANCIEN	11661	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Ne se représente pas	
000340	M.	Bernier	Lucien	ANCIEN	2073		08/06/1958		Election	27/04/1959		Fin de mandat	
000340	M.	Bernier	Lucien	ANCIEN	2074	26/04/1959	28/04/1959		Renouvellement	01/10/1968		Non réélu	
000353	M.	Berrier	Noël	ANCIEN	2077		30/12/1975		Remplace	02/10/1983		Fin de mandat	En remplacement de M. Fernand DUSSERT, décédé
000353	M.	Berrier	Noël	ANCIEN	2078	25/09/1983	03/10/1983		Renouvellement	18/12/1986		Décédé	
11068S	M.	Berson	Michel	ANCIEN	12595	25/09/2011	01/10/2011		Election	01/10/2017		Non réélu	
04098U	M.	Bertaud	Claude	ANCIEN	11095		02/11/2004		Remplace	28/06/2005		Démissionnaire	En remplacement de M. Jean-Pierre Raffarin, nommé Premier ministre
000701	M.	Bertaud	Jean	ANCIEN	5338		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000701	M.	Bertaud	Jean	ANCIEN	5339	26/04/1959	28/04/1959		Renouvellement 3	01/10/1968		Fin de mandat	
000701	M.	Bertaud	Jean	ANCIEN	5340	22/09/1968	02/10/1968		Renouvellement 4	02/10/1977		Ne se représente pas	
19575F	Mme	Berthet	Martine	ACTIF	51261	24/09/2017	25/09/2017		Election			En Cours	
000711	M.	Berthoin	Jean	ANCIEN	5347	26/04/1959	28/04/1959		Election	01/10/1965		Fin de mandat	
000711	M.	Berthoin	Jean	ANCIEN	5348	26/09/1965	02/10/1965		Renouvellement	01/10/1974		Ne se représente pas	
08059E	M.	Berthou	Jacques	ANCIEN	11719	21/09/2008	01/10/2008		Election	30/09/2014		Non réélu	
11081P	M.	Bertrand	Alain	ACTIF	12624	25/09/2011	01/10/2011		Election	22/12/2011		Annulé par CC	
11081P	M.	Bertrand	Alain	ACTIF	12888	18/03/2012	19/03/2012		Réélection	01/10/2017		Fin de mandat	
11081P	M.	Bertrand	Alain	ACTIF	51262	24/09/2017	02/10/2017		Renouvellement			En Cours	
14115H	Mme	Bertrand	Anne-Marie	ACTIF	51063		23/09/2017		Remplace			En Cours	en remplacement de M. Jean-Claude Gaudin, démissionnaire de son mandat
000113	M.	Bertrand	Marcel	ANCIEN	2081		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000113	M.	Bertrand	Marcel	ANCIEN	2082	26/04/1959	28/04/1959		Renouvellement 2	19/09/1961		Décédé	
58911T	M.	Besse	Guy	ANCIEN	2084		19/11/1982		Remplace	01/10/1989		Non réélu	En remplacement de M. René TOUZET, décédé
89010J	M.	Besse	Roger	ANCIEN	64	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89010J	M.	Besse	Roger	ANCIEN	5119	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Ne se représente pas	
89015P	M.	Besson	Jean	ANCIEN	65	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89015P	M.	Besson	Jean	ANCIEN	5178	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Fin de mandat	
89015P	M.	Besson	Jean	ANCIEN	11760	21/09/2008	01/10/2008		Renouvellement 2	30/09/2014		Ne se représente pas	
000682	M.	Besson	Roger	ANCIEN	5351	23/09/1962	02/10/1962		Election	23/11/1970		Décédé	
01001E	M.	Béteille	Laurent	ANCIEN	5886		17/01/2001		Remplace	30/09/2004		Fin de mandat	En remplacement de M. Xavier Dugoin, déchu de son mandat
01001E	M.	Béteille	Laurent	ANCIEN	10834	26/09/2004	01/10/2004		Renouvellement 1	30/09/2011		Non réélu	
000036	M.	Bethouart	Antoine	ANCIEN	2086		28/06/1955		Election	27/04/1959		Fin de mandat	
000036	M.	Bethouart	Antoine	ANCIEN	2087	05/05/1959	05/05/1959		Renouvellement 1	01/10/1962		Fin de mandat	
000036	M.	Bethouart	Antoine	ANCIEN	2088	04/10/1962	04/10/1962		Renouvellement 2	01/10/1971		Ne se représente pas	
59522N	M.	Bettencourt	André	ANCIEN	2091	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
59522N	M.	Bettencourt	André	ANCIEN	2092	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Ne se représente pas	
79002D	M.	Bialski	Jacques	ANCIEN	2094		01/04/1979		Remplace	02/10/1983		Fin de mandat	En remplacement de M. René DEBESSON, démissionnaire
79002D	M.	Bialski	Jacques	ANCIEN	2095	25/09/1983	03/10/1983		Renouvellement 1	01/10/1992		Fin de mandat	
79002D	M.	Bialski	Jacques	ANCIEN	2096	27/09/1992	02/10/1992		Renouvellement 2	02/07/1997		Démissionnaire	
89021M	M.	Biarnès	Pierre	ANCIEN	66	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89021M	M.	Biarnès	Pierre	ANCIEN	5084	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Ne se représente pas	
78007E	Mme	Bidard-Reydet	Danielle	ANCIEN	67		24/07/1978		Remplace	01/10/1986		Fin de mandat	En remplacement de Mme Marie-Thérèse GOUTMANN, élue député
78007E	Mme	Bidard-Reydet	Danielle	ANCIEN	68	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Fin de mandat	
78007E	Mme	Bidard-Reydet	Danielle	ANCIEN	69	24/09/1995	02/10/1995		Renouvellement 2	30/09/2004		Ne se représente pas	
14093U	M.	Bignon	Jérôme	ACTIF	14125	28/09/2014	01/10/2014		Election			En Cours	
14065Q	M.	Bigot	Jacques	ACTIF	14165	28/09/2014	01/10/2014		Election			En Cours	
19549D	M.	Bigot	Joël	ACTIF	51107	24/09/2017	02/10/2017		Election			En Cours	
95010W	M.	Billard	Claude	ANCIEN	2098	24/09/1995	02/10/1995		Election	12/06/1997		Élu député	
01064V	M.	Billard	Joël	ANCIEN	6641		15/10/2001		Remplace	30/09/2008		Fin de mandat	En remplacement de M. Martial Taugourdeau, décédé
01064V	M.	Billard	Joël	ANCIEN	11496	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Non réélu	
58328J	M.	Billeres	René	ANCIEN	2101	22/09/1974	02/10/1974		Election	02/10/1983		Ne se représente pas	
000083	M.	Billiemaz	Auguste	ANCIEN	2103		19/06/1955		Election	27/04/1959		Fin de mandat	
000083	M.	Billiemaz	Auguste	ANCIEN	2104	26/04/1959	28/04/1959		Renouvellement 1	01/10/1962		Fin de mandat	
000083	M.	Billiemaz	Auguste	ANCIEN	2105	23/09/1962	02/10/1962		Renouvellement 2	01/10/1971		Fin de mandat	
000083	M.	Billiemaz	Auguste	ANCIEN	2106	26/09/1971	02/10/1971		Renouvellement 3	01/10/1980		Ne se représente pas	
14030Q	Mme	Billon	Annick	ACTIF	14083	28/09/2014	01/10/2014		Election			En Cours	
04054G	M.	Billout	Michel	ANCIEN	10861	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04054G	M.	Billout	Michel	ANCIEN	12728	25/09/2011	01/10/2011		Renouvellement	01/10/2017		Ne se représente pas	
86005Y	M.	Bimbenet	Jacques	ANCIEN	70	10/09/1986	10/09/1986		Remplace	01/10/1992		Fin de mandat	En remplacement de M. Charles BEAUPETIT, décédé
86005Y	M.	Bimbenet	Jacques	ANCIEN	71	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001	1992	Non réélu	
01049W	M.	Biwer	Claude	ANCIEN	6488	23/09/2001	01/10/2001		Election	30/09/2011		Non réélu	
96004D	M.	Bizet	Jean	ACTIF	72	07/07/1996	07/07/1996		Election	30/09/2001		Fin de mandat	
96004D	M.	Bizet	Jean	ACTIF	6378	23/09/2001	01/10/2001		Renouvellement 1	30/09/2011		Fin de mandat	
96004D	M.	Bizet	Jean	ACTIF	12626	25/09/2011	01/10/2011		Renouvellement 2	01/10/2017		Fin de mandat	
96004D	M.	Bizet	Jean	ACTIF	51087	24/09/2017	02/10/2017		Renouvellement 3			En Cours	
89012L	M.	Blaizot	François	ANCIEN	73	24/09/1989	02/10/1989		Election	30/09/1998		Ne se représente pas	
01005J	M.	Blanc	Jacques	ANCIEN	6355	23/09/2001	01/10/2001		Election	30/09/2011		Non réélu	
59567C	M.	Blanc	Jean-Pierre	ANCIEN	2109	22/09/1968	02/10/1968		Election	02/10/1977		Fin de mandat	
59567C	M.	Blanc	Jean-Pierre	ANCIEN	2110	25/09/1977	03/10/1977		Renouvellement 1	01/10/1986		Fin de mandat	
59567C	M.	Blanc	Jean-Pierre	ANCIEN	2111	28/09/1986	02/10/1986		Renouvellement 2	01/10/1995		Non réélu	
92011K	M.	Blanc	Paul	ANCIEN	74	27/09/1992	02/10/1992		Election	30/09/2001		Fin de mandat	
92011K	M.	Blanc	Paul	ANCIEN	6479	23/09/2001	01/10/2001		Renouvellement 1	30/09/2011		Ne se représente pas	
57426F	M.	Blanchet	Jean-Pierre	ANCIEN	2113	11/06/1967	11/06/1967		Election	01/10/1974		Non réélu	
01044R	Mme	Blandin	Marie-Christine	ANCIEN	6475	23/09/2001	01/10/2001		Election	30/09/2011		Fin de mandat	
01044R	Mme	Blandin	Marie-Christine	ANCIEN	12606	25/09/2011	01/10/2011		Renouvellement 1	03/07/2017		Démissionnaire	
71003U	M.	Blin	Maurice	ANCIEN	75	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
71003U	M.	Blin	Maurice	ANCIEN	76	28/09/1980	02/10/1980		Renouvellement 1	01/10/1989		Fin de mandat	
71003U	M.	Blin	Maurice	ANCIEN	77	24/09/1989	02/10/1989		Renouvellement 2	30/09/1998		Fin de mandat	
71003U	M.	Blin	Maurice	ANCIEN	5159	27/09/1998	01/10/1998		Renouvellement 3	04/07/2007		Démissionnaire	
000165	M.	Blondelle	René	ANCIEN	2115		19/06/1955		Election	27/04/1959		Fin de mandat	
000165	M.	Blondelle	René	ANCIEN	2116	26/04/1959	28/04/1959		Renouvellement 1	01/10/1962		Fin de mandat	
000165	M.	Blondelle	René	ANCIEN	2117	23/09/1962	02/10/1962		Renouvellement 2	25/02/1971		Décédé	
08043V	Mme	Blondin	Maryvonne	ACTIF	11650	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08043V	Mme	Blondin	Maryvonne	ACTIF	14101	28/09/2014	01/10/2014		Renouvellement			En Cours	
95014B	Mme	Bocandé	Annick	ANCIEN	78	24/09/1995	02/10/1995		Election	30/09/2004		Non réélu	
04040A	M.	Bockel	Jean-Marie	ACTIF	10798	26/09/2004	01/10/2004		Election	19/07/2007		Membre Gouvernement	
04040A	M.	Bockel	Jean-Marie	ACTIF	12048	14/12/2010	14/12/2010		Reprise suite à fin fon. membre Gvt	30/09/2014		Fin de mandat	
04040A	M.	Bockel	Jean-Marie	ACTIF	14136	28/09/2014	01/10/2014		Renouvellement			En Cours	
11040E	M.	Bocquet	Éric	ACTIF	12609	25/09/2011	01/10/2011		Election	01/10/2017		Fin de mandat	
11040E	M.	Bocquet	Éric	ACTIF	51220	24/09/2017	02/10/2017		Renouvellement			En Cours	
04052E	M.	Bodin	Yannick	ANCIEN	10847	26/09/2004	01/10/2004		Election	30/09/2011		Ne se représente pas	
000634	M.	Boeuf	Marc	ANCIEN	2119	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
000634	M.	Boeuf	Marc	ANCIEN	2120	24/09/1989	02/10/1989		Renouvellement	27/08/1993		Décédé	
74013K	M.	Bohl	André	ANCIEN	79	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
74013K	M.	Bohl	André	ANCIEN	80	25/09/1983	03/10/1983		Renouvellement 1	01/10/1992		Fin de mandat	
74013K	M.	Bohl	André	ANCIEN	81	27/09/1992	02/10/1992		Renouvellement 2	30/09/2001		Ne se représente pas	
59218H	M.	Boileau	Roger	ANCIEN	2122	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
59218H	M.	Boileau	Roger	ANCIEN	2123	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Ne se représente pas	
000176	M.	Boin	Raymond	ANCIEN	2125		24/09/1961		Remplace	01/10/1965		Fin de mandat	En remplacement de M. Edgar PISANI, nommé ministre
000176	M.	Boin	Raymond	ANCIEN	2126	26/09/1965	02/10/1965		Renouvellement	01/10/1974		Non réélu	
000761	M.	Boisrond	Jacques	ANCIEN	5355		19/06/1955		Renouvellement 2	27/04/1959		Fin de mandat	
000761	M.	Boisrond	Jacques	ANCIEN	10536		28/04/1959		Election	03/10/1961	1959	Décédé	
58920U	M.	Bonduel	Stéphane	ANCIEN	2129	28/09/1980	02/10/1980		Election	01/10/1989		Non réélu	
19367Y	Mme	Bonfanti-Dossat	Christine	ACTIF	51294	24/09/2017	02/10/2017		Election			En Cours	
14069U	M.	Bonhomme	François	ACTIF	14287	28/09/2014	01/10/2014		Election			En Cours	
58921V	M.	Bonifay	Charles	ANCIEN	2131	28/09/1980	02/10/1980		Election	01/10/1989		Non réélu	
19415P	M.	Bonne	Bernard	ACTIF	51240	24/09/2017	02/10/2017		Election			En Cours	
14089Y	M.	Bonnecarrère	Philippe	ACTIF	14297	28/09/2014	01/10/2014		Election			En Cours	
58619S	M.	Bonnefous	Edouard	ANCIEN	2133		28/04/1959		Election	01/10/1968		Fin de mandat	
58619S	M.	Bonnefous	Edouard	ANCIEN	2134	22/09/1968	02/10/1968		Renouvellement 1	02/10/1977		Fin de mandat	
58619S	M.	Bonnefous	Edouard	ANCIEN	2135	25/09/1977	03/10/1977		Renouvellement 2	01/10/1986		Ne se représente pas	
000696	M.	Bonnefous	Raymond	ANCIEN	5359		19/06/1955		Renouvellement 2	27/04/1959		Fin de mandat	
000696	M.	Bonnefous	Raymond	ANCIEN	5360	26/04/1959	28/04/1959		Renouvellement 3	01/10/1962		Fin de mandat	
000696	M.	Bonnefous	Raymond	ANCIEN	5361	23/09/1962	02/10/1962		Renouvellement 4	01/10/1971		Ne se représente pas	
08060W	Mme	Bonnefoy	Nicole	ACTIF	11725	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08060W	Mme	Bonnefoy	Nicole	ACTIF	14060	28/09/2014	01/10/2014		Renouvellement			En Cours	
83016P	M.	Bonnet	Christian	ANCIEN	82	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83016P	M.	Bonnet	Christian	ANCIEN	83	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Ne se représente pas	
58041V	M.	Bonnet	Eugène	ANCIEN	2137		09/07/1974		Remplace	01/10/1980		Non réélu	En remplacement de M. Marcel CAVAILLE, nommé membre du Gouvernement
000160	M.	Bonnet	Georges	ANCIEN	2139		28/04/1959		Election	25/09/1965		Fin de mandat	
000160	M.	Bonnet	Georges	ANCIEN	2140	26/09/1965	02/10/1965		Renouvellement	25/06/1973		Décédé	
83017Q	M.	Bony	Marcel	ANCIEN	84	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83017Q	M.	Bony	Marcel	ANCIEN	85	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Ne se représente pas	
13003V	Mme	Boog	Françoise	ANCIEN	12918		28/06/2013		Remplace	30/09/2014		Non réélu	En remplacement de M. Jean-Louis Lorrain, décédé
92012L	M.	Bordas	James	ANCIEN	86	27/09/1992	02/10/1992		Election	30/09/2001		Ne se représente pas	
14002L	Mme	Bordas	Patricia	ANCIEN	12947		14/02/2014		Remplace	30/09/2014		Non réélu	remplace René Teulade, décédé
000198	M.	Bordeneuve	Jacques	ANCIEN	2143		28/04/1959		Election	25/09/1965	1959	Fin de mandat	
000198	M.	Bordeneuve	Jacques	ANCIEN	2144		02/10/1965		Renouvellement 2	03/04/1967	1959	Fin de mandat	
000198	M.	Bordeneuve	Jacques	ANCIEN	2146		22/09/1974		Election	03/01/1981	1959	Décédé	
000198	M.	Bordeneuve	Jacques	ANCIEN	10521		19/06/1955		Election	27/04/1959		Fin de mandat	
04073K	M.	Bordier	Pierre	ANCIEN	10923	26/09/2004	01/10/2004		Election	30/09/2014		Non réélu	
19733B	Mme	Bories	Pascale	ACTIF	51480		01/10/2017		Remplace			En Cours	en remplacement de M. Max Roustan, démissionnaire de son mandat
92013M	M.	Borotra	Didier	ANCIEN	87	27/09/1992	02/10/1992		Election	30/09/2001		Fin de mandat	
92013M	M.	Borotra	Didier	ANCIEN	6426	23/09/2001	01/10/2001		Renouvellement 1	30/09/2011		Ne se représente pas	
95011X	Mme	Borvo Cohen-Seat	Nicole	ANCIEN	88	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95011X	Mme	Borvo Cohen-Seat	Nicole	ANCIEN	10871	26/09/2004	01/10/2004		Renouvellement 1	30/09/2011		Fin de mandat	
95011X	Mme	Borvo Cohen-Seat	Nicole	ANCIEN	12738	25/09/2011	01/10/2011		Renouvellement 2	19/09/2012		Démissionnaire	
000099	M.	Boscary-Monsservin	Roland	ANCIEN	2148	26/09/1971	02/10/1971		Election	01/10/1980		Ne se représente pas	
14013P	M.	Bosino	Jean-Pierre	ANCIEN	13769		10/05/2014		Remplace	17/06/2017		Reprise mandat d'ancien membre du Gvt	en remplacement de Mme Laurence Rossignol, nommée membre du gouvernement
58654V	M.	Bosson	Charles	ANCIEN	2153	22/09/1968	02/10/1968		Election	02/10/1977		Fin de mandat	
58654V	M.	Bosson	Charles	ANCIEN	2154	25/09/1977	03/10/1977		Renouvellement	01/10/1986		Ne se représente pas	
000081	M.	Bossus	Raymond	ANCIEN	2156		08/06/1958		Election	27/04/1959		Ne se représente pas	
000081	M.	Bossus	Raymond	ANCIEN	2158		01/11/1962		Remplace	01/10/1968		Fin de mandat	En remplacement de M. Roger GARAUDY
000081	M.	Bossus	Raymond	ANCIEN	2159	22/09/1968	02/10/1968		Renouvellement	25/06/1969		Démissionnaire	
08014Q	M.	Botrel	Yannick	ACTIF	11521	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08014Q	M.	Botrel	Yannick	ACTIF	14183	28/09/2014	01/10/2014		Renouvellement			En Cours	
11060J	Mme	Bouchart	Natacha	ANCIEN	12702	25/09/2011	01/10/2011		Election	11/01/2016		Démissionnaire	
58620K	M.	Boucheny	Serge	ANCIEN	2162		26/06/1969		Remplace	02/10/1977		Fin de mandat	En remplacement de M. Georges BOSSUS, démissionnaire
58620K	M.	Boucheny	Serge	ANCIEN	2163	25/09/1977	03/10/1977		Renouvellement	01/10/1986		Ne se représente pas	
000718	M.	Boucher	Albert	ANCIEN	5364	26/04/1959	28/04/1959		Election	02/03/1965		Décédé	
14105F	M.	Bouchet	Gilbert	ACTIF	14089	28/09/2014	01/10/2014		Election			En Cours	
11029K	Mme	Bouchoux	Corinne	ANCIEN	12613	25/09/2011	01/10/2011		Election	01/10/2017		Ne se représente pas	
000028	M.	Boukikaz	Ahmed	ANCIEN	9516		29/08/1959		Remplace	04/07/1962		Cessation de mandat (1962)	En remplacement de M. Chérif BENHABYLES
000328	M.	Boulangé	Marcel	ANCIEN	2167		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
000328	M.	Boulangé	Marcel	ANCIEN	2168	26/04/1959	28/04/1959		Renouvellement 2	01/10/1962		Fin de mandat	
000328	M.	Boulangé	Marcel	ANCIEN	2169	23/09/1962	02/10/1962		Renouvellement 3	01/10/1971		Non réélu	
000316	M.	Boulanger	Georges	ANCIEN	2172		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000316	M.	Boulanger	Georges	ANCIEN	2173	26/04/1959	28/04/1959		Renouvellement 2	01/10/1965		Non réélu	
14167V	M.	Boulard	Jean-Claude	ANCIEN	14098	28/09/2014	01/10/2014		Election	30/09/2017		Démissionnaire	
01051Q	M.	Boulaud	Didier	ANCIEN	6529	23/09/2001	01/10/2001		Election	30/09/2011		Fin de mandat	
01051Q	M.	Boulaud	Didier	ANCIEN	12436	25/09/2011	01/10/2011		Renouvellement 1	30/09/2012		Démissionnaire	
19643A	Mme	Boulay-Espéronnier	Céline	ACTIF	51176	24/09/2017	02/10/2017		Election			En Cours	
000374	M.	Bouloux	Jean-Marie	ANCIEN	2176	08/06/1958	08/06/1958		Election	27/04/1959		Fin de mandat	
000374	M.	Bouloux	Jean-Marie	ANCIEN	2177	26/04/1959	28/04/1959		Renouvellement 1	01/10/1968		Fin de mandat	
000374	M.	Bouloux	Jean-Marie	ANCIEN	2178	22/09/1968	02/10/1968		Renouvellement 2	02/10/1977		Fin de mandat	
000374	M.	Bouloux	Jean-Marie	ANCIEN	2179	25/09/1977	03/10/1977		Renouvellement 3	01/10/1986		Ne se représente pas	
19747H	M.	Bouloux	Yves	ACTIF	51548	17/12/2017	18/12/2017		Election			En Cours	
04063H	Mme	Boumediene-Thiery	Alima	ANCIEN	10884	26/09/2004	01/10/2004		Election	30/09/2011		Non réélu	
000184	M.	Bouneau	Pierre	ANCIEN	2182	26/09/1965	02/10/1965		Election	01/10/1974		Fin de mandat	
000184	M.	Bouneau	Pierre	ANCIEN	2183	22/09/1974	02/10/1974		Renouvellement	02/10/1983		Ne se représente pas	
59219J	M.	Bouquerel	Amédée	ANCIEN	2188		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
59219J	M.	Bouquerel	Amédée	ANCIEN	2189	26/04/1959	28/04/1959		Renouvellement 3	01/10/1965		Fin de mandat	
59219J	M.	Bouquerel	Amédée	ANCIEN	2190	26/09/1965	02/10/1965		Renouvellement	01/10/1974		Fin de mandat	
59219J	M.	Bouquerel	Amédée	ANCIEN	2191	22/09/1974	02/10/1974		Renouvellement	02/10/1983		Fin de mandat	
59219J	M.	Bouquerel	Amédée	ANCIEN	2192	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Ne se représente pas	
000295	M.	Bourda	Pierre	ANCIEN	2194	26/09/1965	02/10/1965		Election	01/10/1974		Ne se représente pas	
000295	M.	Bourda	Pierre	ANCIEN	6779		08/06/1958		Election	27/04/1959		Non réélu	
89022N	M.	Bourdin	Joël	ANCIEN	89	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89022N	M.	Bourdin	Joël	ANCIEN	5047	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Fin de mandat	
89022N	M.	Bourdin	Joël	ANCIEN	11485	21/09/2008	01/10/2008		Renouvellement 2	30/09/2014		Non réélu	
80011V	M.	Bourges	Yvon	ANCIEN	90	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80011V	M.	Bourges	Yvon	ANCIEN	91	24/09/1989	02/10/1989		Renouvellement	30/09/1998		Ne se représente pas	
