"ID universel"	"ID RNE"	"ID Assemblee"	"Nom elu"	"Prenom elu"	"Date naissance"	"Date deces"	"Code sexe"	"Nationalite elu"	"Commune de naissance"	"Departement de naissance"	"Pays de naissance"	"Code profession"	"Libelle profession"
"ASN_0001435"	NA	"PA1435"	"GAUDIN"	"JEAN CLAUDE"	1939-10-08	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001440"	NA	"PA1440"	"GAUTIER"	"CHARLES"	1945-01-25	2014-06-11	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001442"	NA	"PA1442"	"GAUTIER"	"GISELE"	1938-12-09	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001443"	NA	"PA1443"	"GAUTIER"	"JACQUES"	1946-09-18	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"SANS PROFESSION DECLAREE"
"RNE_0091538"	"91538"	"PA1445"	"GAYMARD"	"HERVE"	1960-05-31	NA	"M"	"FRANCAISE"	"BOURG SAINT MAURICE"	"SAVOIE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001447"	NA	"PA1447"	"GELARD"	"PATRICE"	1938-08-03	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000915"	"915"	"PA1452"	"GENISSON"	"CATHERINE"	1949-04-22	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0036610"	"36610"	"PA1459"	"GERARD"	"BERNARD"	1953-08-29	NA	"M"	"FRANCAISE"	"VALENCIENNES"	"NORD"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0001460"	NA	"PA1460"	"GERARD"	"ALAIN"	1937-12-02	2018-02-26	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001461"	NA	"PA1461"	"GERBAUD"	"FRANCOIS"	1927-04-10	2010-01-13	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000976"	"976"	"PA1463"	"GERIN"	"ANDRE"	1946-01-19	NA	"M"	"FRANCAISE"	"VIENNE"	"ISERE"	"FRANCE"	NA	"TECHNICIENS"
"RNE_0001062"	"1062"	"PA1466"	"GEST"	"ALAIN"	1950-12-27	NA	"M"	"FRANCAISE"	"AMIENS"	"SOMME"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000987"	"987"	"PA1468"	"GEVEAUX"	"JEAN MARIE"	1947-05-08	NA	"M"	"FRANCAISE"	"VION"	"SARTHE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0001476"	NA	"PA1476"	"GILLOT"	"DOMINIQUE"	1949-07-11	NA	"F"	"FRANCAISE"	"CONFLANS SAINTE HONORINE"	"YVELINES"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0306721"	"306721"	"PA1477"	"GINESTA"	"JORDI DIT GEORGES"	1942-07-08	NA	"M"	"FRANCAISE"	"SAINT RAPHAEL"	"VAR"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0001479"	NA	"PA1479"	"GINESY"	"CHARLES"	1922-05-12	2012-12-30	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001071"	"1071"	"PA1483"	"GIRAN"	"JEAN PIERRE"	1947-01-09	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001486"	NA	"PA1486"	"GIRAUD"	"FRANCIS"	1932-07-04	2010-10-23	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001487"	NA	"PA1487"	"GIRAUD"	"ELIANE"	1952-03-12	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001491"	NA	"PA1491"	"GIROD"	"PAUL"	1931-06-27	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1174377"	"1174377"	"PA1496"	"GLAVANY"	"JEAN"	1949-05-14	NA	"M"	"FRANCAISE"	"SCEAUX"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001012"	"1012"	"PA1498"	"GOASGUEN"	"CLAUDE"	1945-03-12	NA	"M"	"FRANCAISE"	"TOULON"	"VAR"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0001501"	NA	"PA1501"	"GODARD"	"SERGE"	1936-03-25	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001502"	NA	"PA1502"	"GODEFROY"	"JEAN PIERRE"	1944-09-23	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000757"	"757"	"PA1504"	"GODFRAIN"	"JACQUES"	1943-06-04	NA	"M"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0813844"	"813844"	"PA1514"	"GONNOT"	"FRANCOIS MICHEL"	1949-04-15	NA	"M"	"FRANCAISE"	"ARPAJON"	"ESSONNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000825"	"825"	"PA1515"	"GORCE"	"GAETAN"	1958-12-02	NA	"M"	"FRANCAISE"	"LUZY"	"NIEVRE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0014727"	"14727"	"PA1521"	"GOUJON"	"PHILIPPE"	1954-04-30	NA	"M"	"FRANCAISE"	"PARIS 9EME"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000856"	"856"	"PA1522"	"GOULARD"	"FRANCOIS"	1953-09-21	NA	"M"	"FRANCAISE"	"VANNES"	"MORBIHAN"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_0000697"	"697"	"PA1524"	"GOURIOU"	"ALAIN"	1941-08-25	2012-12-07	"M"	"FRANCAISE"	"LANNION"	"COTES D ARMOR"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001527"	NA	"PA1527"	"GOURNAC"	"ALAIN"	1943-09-13	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001530"	NA	"PA1530"	"GOUTEYRON"	"ADRIEN"	1933-05-13	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001057"	"1057"	"PA1548"	"GREMETZ"	"MAXIME"	1940-09-03	NA	"M"	"FRANCAISE"	"CANCHY"	"SOMME"	"FRANCE"	NA	"OUVRIERS QUALIFIES"
"RNE_0000938"	"938"	"PA1549"	"GRENET"	"JEAN"	1939-07-12	NA	"M"	"FRANCAISE"	"BAYONNE"	"PYRENEES ATLANTIQUES"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000790"	"790"	"PA1551"	"GRIGNON"	"GERARD"	1943-04-16	NA	"M"	"FRANCAISE"	"SAINT PIERRE"	"SAINT PIERRE ET MIQUELON"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001552"	NA	"PA1552"	"GRIGNON"	"FRANCIS"	1944-01-03	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001553"	NA	"PA1553"	"GRILLOT"	"LOUIS"	1932-04-18	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000832"	"832"	"PA1562"	"GROSDIDIER"	"FRANCOIS"	1961-02-25	NA	"M"	"FRANCAISE"	"METZ"	"MOSELLE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001563"	NA	"PA1563"	"GRUILLOT"	"GEORGES"	1931-08-14	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0004150"	"4150"	"PA1567"	"GUEDJ"	"JEROME"	1972-01-23	NA	"M"	"FRANCAISE"	"PANTIN"	"SEINE SAINT DENIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001082"	"1082"	"PA1568"	"GUEDON"	"LOUIS"	1935-11-28	NA	"M"	"FRANCAISE"	"LES SABLES D OLONNE"	"VENDEE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0001573"	NA	"PA1573"	"GUERINI"	"JEAN NOEL"	1951-01-01	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000773"	"773"	"PA1574"	"GUIBAL"	"JEAN CLAUDE"	1941-01-13	NA	"M"	"FRANCAISE"	"AJACCIO"	"CORSE SUD"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000793"	"793"	"PA1576"	"GUICHON"	"LUCIEN"	1932-02-09	2012-08-18	"M"	"FRANCAISE"	"OYONNAX"	"AIN"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0001133"	"1133"	"PA1579"	"GUIGOU"	"ELISABETH"	1946-08-06	NA	"F"	"FRANCAISE"	"MARRAKECH"	NA	"MAROC"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000849"	"849"	"PA1582"	"GUILLAUME"	"FRANCOIS"	1932-10-19	NA	"M"	"FRANCAISE"	"VILLE EN VERMOIS"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0001119"	"1119"	"PA1585"	"GUILLET"	"JEAN JACQUES"	1946-10-16	NA	"M"	"FRANCAISE"	"CLICHY"	"HAUTS DE SEINE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000694"	"694"	"PA1587"	"GUINCHARD"	"PAULETTE"	1949-10-03	NA	"F"	"FRANCAISE"	"REUGNEY"	"DOUBS"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000936"	"936"	"PA1592"	"HABIB"	"DAVID"	1961-03-16	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0001597"	NA	"PA1597"	"HAENEL"	"HUBERT"	1942-05-20	2015-08-10	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000895"	"895"	"PA1600"	"HAGE"	"GEORGES"	1921-09-11	2015-01-21	"M"	"FRANCAISE"	"DOUAI"	"NORD"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000674"	"674"	"PA1604"	"HAMEL"	"GERARD"	1945-02-20	NA	"M"	"FRANCAISE"	"SOURDUN"	"SEINE ET MARNE"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_0000964"	"964"	"PA1605"	"HAMELIN"	"EMMANUEL"	1957-12-28	NA	"M"	"FRANCAISE"	"OULLINS"	"RHONE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001060"	"1060"	"PA1615"	"HART"	"JOEL"	1945-07-13	NA	"M"	"FRANCAISE"	"VILLERS CAMPSART"	"SOMME"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001617"	NA	"PA1617"	"HAUT"	"CLAUDE"	1944-12-22	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000986"	"986"	"PA1627"	"HELLIER"	"PIERRE"	1942-01-14	NA	"M"	"FRANCAISE"	"BAUD"	"MORBIHAN"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001145"	"1145"	"PA1630"	"HERBILLON"	"MICHEL"	1951-03-06	NA	"M"	"FRANCAISE"	"SAINT MANDE"	"VAL DE MARNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000881"	"881"	"PA1631"	"HERIAUD"	"PIERRE"	1936-08-23	NA	"M"	"FRANCAISE"	"PORNIC"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"ASN_0001632"	NA	"PA1632"	"HERISSON"	"PIERRE"	1945-06-12	NA	"M"	"FRANCAISE"	"ANNECY"	"HAUTE SAVOIE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0001020"	"1020"	"PA1638"	"HERR"	"PATRICK"	1945-05-21	NA	"M"	"FRANCAISE"	"ROUEN"	"SEINE MARITIME"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0001642"	NA	"PA1642"	"HERVE"	"EDMOND"	1942-12-03	NA	"M"	"FRANCAISE"	"LA BOUILLIE"	"COTES D ARMOR"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000724"	"724"	"PA1654"	"HOLLANDE"	"FRANCOIS"	1954-08-12	NA	"M"	"FRANCAISE"	"ROUEN"	"SEINE MARITIME"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0009797"	"9797"	"PA1658"	"HOSTALIER"	"FRANCOISE"	1953-08-19	NA	"F"	"FRANCAISE"	"BEAUVAIS"	"OISE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0035315"	"35315"	"PA1659"	"HOUDOUIN"	"HENRI"	1937-01-19	2015-06-09	"M"	"FRANCAISE"	"BONCHAMPS LES LAVAL"	"MAYENNE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"ASN_0001660"	NA	"PA1660"	"HOUEL"	"MICHEL"	1942-11-08	2016-11-30	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001150"	"1150"	"PA1661"	"HOUILLON"	"PHILIPPE"	1951-12-15	NA	"M"	"FRANCAISE"	"BAGNOLET"	"SEINE SAINT DENIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0001667"	NA	"PA1667"	"HUE"	"ROBERT"	1946-10-19	NA	"M"	"FRANCAISE"	"CORMEILLES EN PARISIS"	"VAL D OISE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"ASN_0001675"	NA	"PA1675"	"HUMBERT"	"JEAN FRANCOIS"	1952-10-17	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000599"	"599"	"PA1677"	"HUNAULT"	"MICHEL"	1960-02-14	NA	"M"	"FRANCAISE"	"CHATEAUBRIANT"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000675"	"675"	"PA1682"	"HUWART"	"FRANCOIS"	1947-06-20	NA	"M"	"FRANCAISE"	"NOGENT LE ROTROU"	"EURE ET LOIR"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001684"	NA	"PA1684"	"HYEST"	"JEAN JACQUES"	1943-03-02	NA	"M"	"FRANCAISE"	"FONTAINEBLEAU"	"SEINE ET MARNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000648"	"648"	"PA1686"	"IDIART"	"JEAN LOUIS"	1950-05-03	NA	"M"	"FRANCAISE"	"MAZERES SUR SALAT"	"HAUTE GARONNE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000669"	"669"	"PA1689"	"IMBERT"	"FRANCOISE"	1947-09-16	NA	"F"	"FRANCAISE"	"VERDUN SUR GARONNE"	"TARN ET GARONNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0539949"	"539949"	"PA1695"	"JACOB"	"CHRISTIAN"	1959-12-04	NA	"M"	"FRANCAISE"	"ROZAY EN BRIE"	"SEINE ET MARNE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0001127"	"1127"	"PA1698"	"JACQUAINT"	"MUGUETTE"	1942-05-12	NA	"F"	"FRANCAISE"	"AUBERVILLIERS"	"SEINE SAINT DENIS"	"FRANCE"	NA	"OUVRIERS QUALIFIES"
"RNE_0000833"	"833"	"PA1699"	"JACQUAT"	"DENIS"	1944-05-29	NA	"M"	"FRANCAISE"	"THIAUCOURT"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0001122"	"1122"	"PA1708"	"JAMBU"	"JANINE"	1942-11-18	2012-04-17	"F"	"FRANCAISE"	"BERRE L ETANG"	"BOUCHES DU RHONE"	"FRANCE"	NA	"EMPLOYES ADMINISTRATIFS D ENTREPRISE"
"RNE_0000923"	"923"	"PA1710"	"JANQUIN"	"SERGE"	1943-08-05	NA	"M"	"FRANCAISE"	"BRUAY EN ARTOIS"	"PAS DE CALAIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001058"	"1058"	"PA1712"	"JARDE"	"OLIVIER"	1953-03-28	NA	"M"	"FRANCAISE"	"COURBEVOIE"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0001713"	NA	"PA1713"	"JARLIER"	"PIERRE"	1954-07-14	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0001723"	NA	"PA1723"	"JEGOU"	"JEAN JACQUES"	1945-03-24	NA	"M"	"FRANCAISE"	"VERSAILLES"	"YVELINES"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"ASN_0001736"	NA	"PA1736"	"JOSSELIN"	"CHARLES"	1938-03-31	NA	"M"	"FRANCAISE"	"PLESLIN TRIGAVOU"	"COTES D ARMOR"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0001741"	NA	"PA1741"	"JOURNET"	"ALAIN"	1941-06-25	NA	"M"	"FRANCAISE"	"LE VIGAN"	"GARD"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000977"	"977"	"PA1744"	"JOYANDET"	"ALAIN"	1954-01-15	NA	"M"	"FRANCAISE"	"DIJON"	"COTE D OR"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001033"	"1033"	"PA1746"	"JULIA"	"DIDIER"	1934-02-18	NA	"M"	"FRANCAISE"	"PARIS 6EME "	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000947"	"947"	"PA1748"	"JUNG"	"ARMAND"	1950-12-13	NA	"M"	"FRANCAISE"	"THEDING"	"MOSELLE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000857"	"857"	"PA1759"	"KERGUERIS"	"AIME"	1940-06-03	NA	"M"	"FRANCAISE"	"PLOUHINEC"	"MORBIHAN"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0000744"	"744"	"PA1761"	"KERT"	"CHRISTIAN"	1946-07-25	NA	"M"	"FRANCAISE"	"SALON DE PROVENCE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0001114"	"1114"	"PA1770"	"KOSSOWSKI"	"JACQUES"	1940-10-11	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000925"	"925"	"PA1774"	"KUCHEIDA"	"JEAN PIERRE"	1943-02-24	NA	"M"	"FRANCAISE"	"LIEVIN"	"PAS DE CALAIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000687"	"687"	"PA1778"	"LABAUNE"	"PATRICK"	1951-06-13	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0001779"	NA	"PA1779"	"LABAZEE"	"GEORGES"	1943-06-16	NA	"M"	"FRANCAISE"	"VIVEN"	NA	NA	NA	"CADRES D ENTREPRISE"
"ASN_0001782"	NA	"PA1782"	"LABEYRIE"	"PHILIPPE"	1938-04-29	2012-10-13	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000654"	"654"	"PA1789"	"LACUEY"	"CONCHITA"	1943-09-30	NA	"F"	"FRANCAISE"	"BORDEAUX"	"GIRONDE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000877"	"877"	"PA1790"	"LAFFINEUR"	"MARC"	1945-08-10	NA	"M"	"FRANCAISE"	"MAUBEUGE"	"NORD"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0001791"	NA	"PA1791"	"LAFFITTE"	"PIERRE"	1925-01-01	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000786"	"786"	"PA1793"	"LAFLEUR"	"JACQUES"	1932-11-20	2010-12-04	"M"	"FRANCAISE"	"NOUMEA"	"NOUVELLE CALEDONIE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"ASN_0001796"	NA	"PA1796"	"LAGAUCHE"	"SERGE"	1940-01-02	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000726"	"726"	"PA1809"	"LAMBERT"	"JEROME"	1957-06-07	NA	"M"	"FRANCAISE"	"VINCENNES"	"VAL DE MARNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0001811"	NA	"PA1811"	"LAMBERT"	"ALAIN"	1946-07-20	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000970"	"970"	"PA1815"	"LAMY"	"ROBERT"	1941-07-30	NA	"M"	"FRANCAISE"	"TARARE"	"RHONE"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_0001107"	"1107"	"PA1816"	"LAMY"	"FRANCOIS"	1959-10-31	NA	"M"	"FRANCAISE"	"BRUNOY"	"ESSONNE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000919"	"919"	"PA1821"	"LANG"	"JACK"	1939-09-02	NA	"M"	"FRANCAISE"	"MIRECOURT"	"VOSGES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000837"	"837"	"PA1822"	"LANG"	"PIERRE"	1947-06-13	NA	"M"	"FRANCAISE"	"CREUTZWALD"	"MOSELLE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0001828"	NA	"PA1828"	"LARCHER"	"GERARD"	1949-09-14	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001106"	"1106"	"PA1835"	"LASBORDES"	"PIERRE"	1946-05-13	NA	"M"	"FRANCAISE"	"MEAUX"	"SEINE ET MARNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000937"	"937"	"PA1838"	"LASSALLE"	"JEAN"	1955-05-03	NA	"M"	"FRANCAISE"	"LOURDIOS ICHERE"	"PYRENEES ATLANTIQUES"	"FRANCE"	NA	"OUVRIERS AGRICOLES"
"ASN_0001842"	NA	"PA1842"	"LAUFOAULU"	"ROBERT"	1947-07-07	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000889"	"889"	"PA1844"	"LAUNAY"	"JEAN"	1952-07-24	NA	"M"	"FRANCAISE"	"AVESNES SUR HELPE"	"NORD"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000820"	"820"	"PA1857"	"LAZARO"	"THIERRY"	1960-09-27	NA	"M"	"FRANCAISE"	"LILLE"	"NORD"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000659"	"659"	"PA1866"	"LE BRIS"	"GILBERT"	1949-03-03	NA	"M"	"FRANCAISE"	"CONCARNEAU"	"FINISTERE"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"ASN_0001867"	NA	"PA1867"	"LE CAM"	"GERARD"	1954-02-24	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0218996"	"218996"	"PA1871"	"LE DEAUT"	"JEAN YVES"	1945-02-01	NA	"M"	"FRANCAISE"	"GUEMENE SUR SCORFF"	"MORBIHAN"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000830"	"830"	"PA1872"	"LE DRIAN"	"JEAN YVES"	1947-06-30	NA	"M"	"FRANCAISE"	"LORIENT"	"MORBIHAN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000695"	"695"	"PA1874"	"LE FUR"	"MARC"	1956-11-28	NA	"M"	"FRANCAISE"	"DAKAR"	NA	"SENEGAL"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000827"	"827"	"PA1877"	"LE GARREC"	"JEAN"	1929-08-09	NA	"M"	"FRANCAISE"	"LE PALAIS"	"MORBIHAN"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0001879"	NA	"PA1879"	"LE GRAND"	"JEAN FRANCOIS"	1942-06-08	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001007"	"1007"	"PA1880"	"LE GUEN"	"JEAN MARIE"	1953-01-03	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
